BA算法第1次运行
代数	时间	最优值			最佳适应度
2	1.000e-02	1.889797822698301e+03	1.889797822698301e+03
3	3.000e-02	1.889797822698301e+03	1.889797822698301e+03
4	4.000e-02	1.889797822698301e+03	1.889797822698301e+03
5	5.000e-02	1.889797822698301e+03	1.889797822698301e+03
6	6.000e-02	1.889797822698301e+03	1.889797822698301e+03
7	8.000e-02	1.889797822698301e+03	1.889797822698301e+03
8	9.000e-02	1.889797822698301e+03	1.889797822698301e+03
9	1.100e-01	1.889797822698301e+03	1.889797822698301e+03
10	1.200e-01	1.889797822698301e+03	1.889797822698301e+03
11	1.300e-01	1.889797822698301e+03	1.889797822698301e+03
12	1.500e-01	1.889797822698301e+03	1.889797822698301e+03
13	1.600e-01	1.889797822698301e+03	1.889797822698301e+03
14	1.700e-01	1.889797822698301e+03	1.889797822698301e+03
15	1.800e-01	1.889797822698301e+03	1.889797822698301e+03
16	1.900e-01	1.889797822698301e+03	1.889797822698301e+03
17	2.100e-01	1.889797822698301e+03	1.889797822698301e+03
18	2.300e-01	1.889797822698301e+03	1.889797822698301e+03
19	2.400e-01	1.889797822698301e+03	1.889797822698301e+03
20	2.500e-01	1.889797822698301e+03	1.889797822698301e+03
21	2.600e-01	1.889797822698301e+03	1.889797822698301e+03
22	2.700e-01	1.889797822698301e+03	1.889797822698301e+03
23	2.900e-01	1.889797822698301e+03	1.889797822698301e+03
24	3.000e-01	1.889797822698301e+03	1.889797822698301e+03
25	3.100e-01	1.889797822698301e+03	1.889797822698301e+03
26	3.200e-01	1.889797822698301e+03	1.889797822698301e+03
27	3.400e-01	1.889797822698301e+03	1.889797822698301e+03
28	3.500e-01	1.889797822698301e+03	1.889797822698301e+03
29	3.600e-01	1.889797822698301e+03	1.889797822698301e+03
30	3.700e-01	1.889797822698301e+03	1.889797822698301e+03
31	3.800e-01	1.889797822698301e+03	1.889797822698301e+03
32	4.000e-01	1.889797822698301e+03	1.889797822698301e+03
33	4.100e-01	1.889797822698301e+03	1.889797822698301e+03
34	4.200e-01	1.889797822698301e+03	1.889797822698301e+03
35	4.300e-01	1.889797822698301e+03	1.889797822698301e+03
36	4.400e-01	1.889797822698301e+03	1.889797822698301e+03
37	4.600e-01	1.889797822698301e+03	1.889797822698301e+03
38	4.700e-01	1.889797822698301e+03	1.889797822698301e+03
39	4.800e-01	1.889797822698301e+03	1.889797822698301e+03
40	4.900e-01	1.889797822698301e+03	1.889797822698301e+03
41	5.000e-01	1.889797822698301e+03	1.889797822698301e+03
42	5.200e-01	1.889797822698301e+03	1.889797822698301e+03
43	5.300e-01	1.889797822698301e+03	1.889797822698301e+03
44	5.400e-01	1.889797822698301e+03	1.889797822698301e+03
45	5.500e-01	1.889797822698301e+03	1.889797822698301e+03
46	5.600e-01	1.889797822698301e+03	1.889797822698301e+03
47	5.800e-01	1.889797822698301e+03	1.889797822698301e+03
48	5.900e-01	1.889797822698301e+03	1.889797822698301e+03
49	6.000e-01	1.889797822698301e+03	1.889797822698301e+03
50	6.200e-01	1.889797822698301e+03	1.889797822698301e+03
51	6.300e-01	1.889797822698301e+03	1.889797822698301e+03
52	6.400e-01	1.889797822698301e+03	1.889797822698301e+03
53	6.500e-01	1.889797822698301e+03	1.889797822698301e+03
54	6.600e-01	1.889797822698301e+03	1.889797822698301e+03
55	6.700e-01	1.889797822698301e+03	1.889797822698301e+03
56	6.900e-01	1.889797822698301e+03	1.889797822698301e+03
57	7.000e-01	1.889797822698301e+03	1.889797822698301e+03
58	7.100e-01	1.889797822698301e+03	1.889797822698301e+03
59	7.200e-01	1.889797822698301e+03	1.889797822698301e+03
60	7.400e-01	1.889797822698301e+03	1.889797822698301e+03
61	7.500e-01	1.889797822698301e+03	1.889797822698301e+03
62	7.600e-01	1.889797822698301e+03	1.889797822698301e+03
63	7.700e-01	1.889797822698301e+03	1.889797822698301e+03
64	7.800e-01	1.889797822698301e+03	1.889797822698301e+03
65	8.000e-01	1.889797822698301e+03	1.889797822698301e+03
66	8.100e-01	1.889797822698301e+03	1.889797822698301e+03
67	8.200e-01	1.889797822698301e+03	1.889797822698301e+03
68	8.300e-01	1.889797822698301e+03	1.889797822698301e+03
69	8.400e-01	1.889797822698301e+03	1.889797822698301e+03
70	8.600e-01	1.889797822698301e+03	1.889797822698301e+03
71	8.700e-01	1.889797822698301e+03	1.889797822698301e+03
72	8.800e-01	1.889797822698301e+03	1.889797822698301e+03
73	8.900e-01	1.889797822698301e+03	1.889797822698301e+03
74	9.000e-01	1.889797822698301e+03	1.889797822698301e+03
75	9.200e-01	1.889797822698301e+03	1.889797822698301e+03
76	9.300e-01	1.889797822698301e+03	1.889797822698301e+03
77	9.400e-01	1.889797822698301e+03	1.889797822698301e+03
78	9.500e-01	1.889797822698301e+03	1.889797822698301e+03
79	9.600e-01	1.889797822698301e+03	1.889797822698301e+03
80	9.800e-01	1.889797822698301e+03	1.889797822698301e+03
81	9.900e-01	1.889797822698301e+03	1.889797822698301e+03
82	1.000e+00	1.889797822698301e+03	1.889797822698301e+03
83	1.010e+00	1.889797822698301e+03	1.889797822698301e+03
84	1.020e+00	1.889797822698301e+03	1.889797822698301e+03
85	1.040e+00	1.889797822698301e+03	1.889797822698301e+03
86	1.050e+00	1.889797822698301e+03	1.889797822698301e+03
87	1.060e+00	1.889797822698301e+03	1.889797822698301e+03
88	1.070e+00	1.889797822698301e+03	1.889797822698301e+03
89	1.090e+00	1.889797822698301e+03	1.889797822698301e+03
90	1.100e+00	1.889797822698301e+03	1.889797822698301e+03
